"","Name","Birth_Date","Age","Birth_Place","Country","Height","Weight","Association","Class","Fighter_id","NickName","Feet","Inch"
"1364","Fredson Paixao",1979-05-13,"39","Las Vegas, Nevada","United States",8,"20","Syndicate MMA","Featherweight","character(0)","character(0)","5","6"
"1365","Alexandre Ferreira",1979-04-25,"39","Rio de Janeiro","Brazil",9,"56","Chute Boxe","Light Heavyweight","Cacareco","Cacareco","5","7"
"1366","Mark Scanlon",NA,NA,"Liverpool, Merseyside","England",11,"38","Team Kaobon","Welterweight","Scanno","Scanno","5","9"
"1367","Seth Petruzelli",1979-12-03,"38","Fort Myers, Florida","United States",14,"57","The Jungle MMA","Light Heavyweight","The Silverback","The Silverback","6","0"
"1368","Gilbert Yvel",1976-06-30,"42","Amsterdam","Netherlands",16,"67","Throwdown","Heavyweight","The Hurricane","The Hurricane","6","2"
"1369","Vinicius Kappke de Queiroz",1983-08-29,"35","Curitiba, Parana","Brazil",21,"77","Team Nogueira","Heavyweight","Spartan","Spartan","6","7"
"1370","Mark Holst",1985-08-14,"33","Ottawa, Ontario","Canada",14,"37","OAMA / Renzo Gracie Jiu-Jitsu","Welterweight","Boots","Boots","6","0"
"1371","Steve Lopez",1984-07-30,"34","South Bend, Indiana","United States",13,"29","Syndicate MMA","Lightweight","character(0)","character(0)","5","11"
"1372","Julio Paulino",NA,NA,"Anchorage, Alaska","United States",14,"76","Legacy Jiu-Jitsu","Heavyweight","The Dominican Demon","The Dominican Demon","6","0"
"1373","James Toney",1968-08-24,"50","Grand Rapids, Michigan","United States",12,"77","M-1 Global Training Center","Heavyweight","Lights Out","Lights Out","5","10"
"1374","Rodney Wallace",1981-11-21,"36","Bamberg, South Carolina","United States",11,"57","Team R.O.C. Charlotte","Light Heavyweight","Sho Nuff the Master","Sho Nuff the Master","5","9"
"1375","Steve Steinbeiss",1981-05-05,"37","Phoenix, Arizona","United States",17,"51","Power MMA Team","Middleweight","The Hooligan","The Hooligan","6","3"
"1376","Jamie Yager",1983-11-29,"34","Huntington Beach, California","United States",16,"38","Kings MMA","Welterweight","The Chosyn 1","The Chosyn 1","6","2"
"1377","Josh Bryant",1980-04-23,"38","Broken Arrow, Oklahoma","United States",14,"50","Absolute Combat Alliance","Middleweight","The Beast","The Beast","6","0"
"1378","James Hammortree",1986-06-25,"32","Ocala, Florida","United States",17,"56","USA Martial Arts","Light Heavyweight","Sledge","Sledge","6","3"
"1379","Dan Lauzon",1988-03-30,"30","Bridgewater, Massachusetts","United States",12,"38","Lauzon MMA","Welterweight","The Upgrade","The Upgrade","5","10"
"1380","Joe Brammer",1983-08-30,"35","Des Moines, Iowa","United States",10,"30","Victory MMA","Lightweight","The Southside Strangler","The Southside Strangler","5","8"
"1381","Jesse Forbes",1984-10-24,"33","Tempe, Arizona","United States",16,"49","Power MMA Team","Middleweight","Kid Hercules","Kid Hercules","6","2"
"1382","Renzo Gracie",1967-03-11,"51","Rio de Janeiro","Brazil",12,"39","Renzo Gracie Jiu-Jitsu","Welterweight","character(0)","character(0)","5","10"
"1383","Mostapha Al-Turk",1973-07-14,"45","London","England",16,"75","London Shootfighters","Heavyweight","character(0)","character(0)","6","2"
"1384","Ronys Torres",1986-08-13,"32","Manacapuru, Amazonas","Brazil",10,"29","Nova Uniao","Lightweight","character(0)","character(0)","5","8"
"1385","Lucio Linhares",1973-12-08,"44","Ipatinga, Minas Gerais","Brazil",16,"50","Alliance Jiu-Jitsu","Middleweight","Spartan","Spartan","6","2"
"1386","Chase Gormley",1983-08-11,"35","Los Angeles, California","United States",17,"103","Reign MMA","Heavyweight","character(0)","character(0)","6","3"
"1387","Rolles Gracie",1978-07-14,"40","Rio de Janeiro","Brazil",18,"89","Renzo Gracie Jiu-Jitsu","Heavyweight","character(0)","character(0)","6","4"
"1388","Jay Silva",1981-05-25,"37","Huntington Beach, California","United States",16,"57","MPF Training Systems","Light Heavyweight","Da Spyda Killa","Da Spyda Killa","6","2"
"1389","Darrill Schoonover",1985-06-18,"33","El Paso, Texas","United States",16,"96","Red Spider MMA","Heavyweight","The Boss","The Boss","6","2"
"1390","Justin Wren",1987-04-27,"31","Ames, Iowa","United States",17,"104","Grudge Training Center","Heavyweight","The Big Pygmy","The Big Pygmy","6","3"
"1391","Razak Al-Hassan",1982-05-14,"36","Milwaukee, Wisconsin","United States",17,"57","Roufusport","Light Heavyweight","Razor","Razor","6","3"
"1392","Danillo Villefort",1983-05-08,"35","Coconut Creek, Florida","United States",15,"51","Blackzilians / Jaco Hybrid Training Center","Middleweight","Indio","Indio","6","1"
"1393","Frank Lester",1984-06-10,"34","Temecula, California","United States",13,"38","Jackson-Wink MMA","Welterweight","The Tank","The Tank","5","11"
"1394","Cameron Dollar",1987-05-12,"31","Colorado Springs, Colorado","United States",13,"20","Colorado Fight Factory","Featherweight","The Money Man","The Money Man","5","11"
"1395","Denis Stojnic",1980-02-02,"38","Sarajevo","Bosnia and Herzegovina",14,"106","Golden Glory","Super Heavyweight","The Menace","The Menace","6","0"
"1396","Xavier Foupa-Pokam",1982-03-07,"36","Paris","France",15,"50","Snake Team","Middleweight","Professor X","Professor X","6","1"
"1397","Brandon Wolff",NA,NA,"Kailua, Hawaii","United States",12,"36","MMA Development","Welterweight","character(0)","character(0)","5","10"
"1398","David Kaplan",1979-11-16,"38","Las Vegas, Nevada","United States",8,"29","Team Tompkins","Lightweight","Diamond","Diamond","5","6"
"1399","Matt Horwich",1978-02-10,"40","Hollywood, California","United States",13,"51","Legends MMA","Middleweight","Suave","Suave","5","11"
"1400","Nissen Osterneck",1981-05-01,"37","Maui, Hawaii","United States",16,"50","Relson Gracie Jiu-Jitsu","Middleweight","character(0)","character(0)","6","2"
"1401","Ryan Madigan",NA,NA,"Cuyahoga Falls, Ohio","United States",14,"38","Jungle Fight Team / Evolve MMA","Welterweight","The Lion","The Lion","6","0"
"1402","Michael Patt",NA,NA,"Dayton, Ohio","United States",14,"57","Meat Truck Inc.","Light Heavyweight","character(0)","character(0)","6","0"
"1403","Brian Cobb",1980-09-03,"38","Bakersfield, California","United States",13,"29","Team Pain and Suffering","Lightweight","The Bandit","The Bandit","5","11"
"1404","Neil Grove",1971-08-01,"47","London","England",20,"103","Daigaku Karate Kai London","Heavyweight","Goliath","Goliath","6","6"
"1405","Derek Downey",1980-04-27,"38","Orem, Utah","United States",16,"50","Victory MMA","Middleweight","The Gentleman","The Gentleman","6","2"
"1406","Tom Egan",NA,NA,"Kildare, County Kildare","Ireland",13,"47","SBG MMA","Middleweight","The Tank","The Tank","5","11"
"1407","Alexandre Barros",NA,NA,"Rio de Janeiro, Rio de Janeiro","Brazil",10,"38","Carlson Gracie Team / Baixinho Team / Nobre Arte","Welterweight","Baixinho","Baixinho","5","8"
"1408","Antonio Mendes",1981-04-19,"37","Fortaleza, Ceara","Brazil",17,"57","Dragon Fight / Nova Uniao","Light Heavyweight","Samuray","Samuray","6","3"
"1409","Ivan Serati",NA,NA,"Monza","Italy",15,"67","Sure Grip Vale Tudo","Heavyweight","character(0)","character(0)","6","1"
"1410","Mike Wessel",1977-12-02,"40","Little Rock, Arkansas","United States",14,"102","Westside Fight Team","Heavyweight","The Juggernaut","The Juggernaut","6","0"
"1411","Reese Andy",1973-03-31,"45","Auburn, Washington","United States",14,"57","West Coast Fight Team","Light Heavyweight","Riptide","Riptide","6","0"
"1412","Shane Primm",1984-07-30,"34","Tampa, Florida","United States",18,"50","Gracie Tampa","Middleweight","character(0)","character(0)","6","4"
"1413","Jules Bruchez",1977-08-16,"41","Lafayette, Louisiana","United States",14,"49","Gladiator LA","Middleweight","Cotton Mouth from the South","Cotton Mouth from the South","6","0"
"1414","John Polakowski",1981-06-21,"37","San Luis Obsipo, California","United States",11,"29","The Pit","Lightweight","Buckets of Blood","Buckets of Blood","5","9"
"1415","Brodie Farber",NA,NA,"Grass Valley, California","United States",15,"57","Tiger Muay Thai","Light Heavyweight","character(0)","character(0)","6","1"
"1416","Josh Hendricks",1976-08-28,"42","Mansfield, Ohio","United States",16,"98","Superior Health Club","Heavyweight","Heavy","Heavy","6","2"
"1417","Ryan Thomas",1984-11-05,"33","Danville, Illinois","United States",14,"38","American Top Team","Welterweight","The Tank Engine","The Tank Engine","6","0"
"1418","David Baron",1973-02-15,"45","Bois-Colombes, Hauts-de-Seine","France",8,"37","Haute Tension","Welterweight","character(0)","character(0)","5","6"
"1419","Samy Schiavo",1975-12-24,"42","Avignon","France",1,"14","Bushido Academie","Bantamweight","The Dog","The Dog","0","0"
"1420","Brad Morris",NA,NA,"Sydney, New South Wales","Australia",15,"93","Gracie Barra Sydney","Heavyweight","character(0)","character(0)","6","1"
"1421","Cale Yarbrough",1986-12-27,"31","Atlanta, Georgia","United States",16,"55","Hardcore Gym","Light Heavyweight","character(0)","character(0)","6","2"
"1422","Dante Rivera",1974-08-12,"44","Jackson, New Jersey","United States",14,"38","Renzo Gracie Jiu-Jitsu","Welterweight","character(0)","character(0)","6","0"
"1423","Kazuhiro Nakamura",1979-07-16,"39","Fukuyama, Hiroshima","Japan",13,"50","Yoshida Dojo / Team Kaz","Middleweight","King Kaz","King Kaz","5","11"
"1424","Ryan Roberts",1978-07-16,"40","Omaha, Nebraska","United States",8,"20","Disorderly Conduct","Featherweight","Are You Ready?","Are You Ready?","5","6"
"1425","Jeff Cox",1968-08-02,"50","Cleveland, Ohio","United States",1,"29","Strong Style Fight Team","Lightweight","character(0)","character(0)","0","0"
"1426","Alberto Crane",1976-07-14,"42","Santa Fe, New Mexico","United States",11,"29","Alberto Crane MMA / Gracie Barra Burbank","Lightweight","character(0)","character(0)","5","9"
"1427","Joe Veres",1977-11-09,"40","Glendale, California","United States",8,"29","MMA Lab","Lightweight","character(0)","character(0)","5","6"
"1428","James Lee",1973-09-22,"45","Sylvan Lake, Michigan","United States",13,"57","Mash Fight Team","Light Heavyweight","character(0)","character(0)","5","11"
"1429","Douglas Evans",1980-10-10,"37","Anchorage, Alaska","United States",11,"19","AK Wolfpack","Featherweight","character(0)","character(0)","5","9"
"1430","Jared Rollins",1977-01-26,"41","Stanton, California","United States",11,"50","Team Oyama","Middleweight","J-Roc","J-Roc","5","9"
"1431","Billy Miles",1978-04-28,"40","Lincoln, California","United States",12,"50","Capital City Fighting Alliance","Middleweight","character(0)","character(0)","5","10"
"1432","John Kolosci",1974-11-26,"43","Portage, Indiana","United States",13,"29","Gilbert Grappling","Lightweight","character(0)","character(0)","5","11"
"1433","Dorian Price",1977-08-20,"41","Columbus, Ohio","United States",17,"29","Team Jorge Gurgel","Lightweight","character(0)","character(0)","6","3"
"1434","Luke Caudillo",1980-11-30,"37","North Platte, Nebraska","United States",9,"29","Grudge Training Center","Lightweight","Lil' Hulk","Lil' Hulk","5","7"
"1435","Jason Black",1972-08-15,"46","Davenport, Illinois","United States",12,"37","Miletich Martial Arts","Welterweight","The Black Legion","The Black Legion","5","10"
"1436","Diego Saraiva",1982-04-23,"36","Atlanta, Georgia","United States",8,"23","Team Octopus","Lightweight","The Octopus","The Octopus","5","6"
"1437","Scott Junk",1978-12-17,"39","Kailua, Hawaii","United States",15,"104","MMA Development","Heavyweight","Punk Haole","Punk Haole","6","1"
"1438","Edilberto de Oliveira",1982-11-22,"35","Campo Formoso, Bahia","Brazil",14,"38","Champion Team","Welterweight","Crocota","Crocota","6","0"
"1439","Jason Gilliam",1972-10-31,"45","Muncie, Indiana","United States",14,"37","Team Wolfpack","Welterweight","character(0)","character(0)","6","0"
"1440","Floyd Sword",NA,NA,"Farmington, New Mexico","United States",13,"50","Team Four Corners","Middleweight","character(0)","character(0)","5","11"
"1441","Brandon Melendez",1983-03-24,"35","Bountiful, Utah","United States",12,"38","Elite Performance","Welterweight","The Murderer","The Murderer","5","10"
"1442","Andy Wang",1977-05-28,"41","Los Angeles, California","United States",8,"29","Grappling Unlimited","Lightweight","character(0)","character(0)","5","6"
"1443","Allen Berube",1974-08-25,"44","Biddeford, Maine","United States",10,"29","Gracie Tampa","Lightweight","Monstah","Monstah","5","8"
"1444","Brian Geraghty",1980-11-04,"37","Pleasant Prairie, Wisconsin","United States",9,"29","Freestyle Academy","Lightweight","character(0)","character(0)","5","7"
"1445","Jens Pulver",1974-12-06,"43","Crystal Lake, Illinois","United States",9,"14","Team Extreme","Bantamweight","Little Evil","Little Evil","5","7"
"1446","Chad Reiner",1981-06-29,"37","Omaha, Nebraska","United States",14,"38","Premier Combat Center","Welterweight","The Grinder","The Grinder","6","0"
"1447","David Lee",NA,NA,"London, Greater London","England",13,"20","Team Crossface","Featherweight","character(0)","character(0)","5","11"
"1448","Victor Valimaki",1981-12-17,"36","Edmonton, Alberta","Canada",14,"73","Complete Fitness and Martial Arts","Heavyweight","The Finnisher","The Finnisher","6","0"
"1449","Brad Imes",1978-05-06,"40","Sacramento, California","United States",21,"99","Sacramaneto BJJ","Heavyweight","The Hillbilly Heartthrob","The Hillbilly Heartthrob","6","7"
"1450","Josh Haynes",1977-07-30,"41","Medford, Oregon","United States",11,"57","Syndicate MMA","Light Heavyweight","Bring the Pain","Bring the Pain","5","9"
"1451","Chris Price",NA,NA,"Beach Grove, Indiana","United States",16,"55","Team IBJJA","Light Heavyweight","Exorcist","Exorcist","6","2"
"1452","Jeff Joslin",1975-04-30,"43","Hamilton, Ontario","Canada",14,"38","Joslin Fight Team","Welterweight","The Inferno","The Inferno","6","0"
"1453","Shonie Carter",1972-05-03,"46","Chicago, Illinois","United States",11,"43","Iron Academy","Middleweight","Mr. International","Mr. International","5","9"
"1454","Dave Menne",1974-07-29,"44","Minneapolis, Minnesota","United States",12,"50","Menne Combat Academy","Middleweight","The Warrior","The Warrior","5","10"
"1455","Steve Byrnes",1979-08-26,"39","Haleiwa, Hawaii","United States",1,"50","MMA Development","Middleweight","character(0)","character(0)","0","0"
"1456","Sherman Pendergarst",NA,NA,"Baltimore, Maryland","United States",15,"57","Miletich Fighting Systems","Light Heavyweight","The Tank","The Tank","6","1"
"1457","Josh Schockman",1980-12-29,"37","Nashville, Tennessee","United States",18,"57","Dirty South Fight Team","Light Heavyweight","The Warhammer","The Warhammer","6","4"
"1458","Edwin Dewees",1982-08-07,"36","Scottsdale, Arizona","United States",15,"57","Lions Den Scottsdale","Light Heavyweight","Babyface","Babyface","6","1"
"1459","Jeremy Jackson",1982-09-19,"36","Port Hueneme, California","United States",12,"38","Team Freedom","Welterweight","The Scorpion","The Scorpion","5","10"
"1460","Gideon Ray",1973-05-27,"45","Roselle, Illinois","United States",12,"38","MMA Masters Chicago","Welterweight","character(0)","character(0)","5","10"
"1461","Crafton Wallace",1972-04-15,"46","Naples, Florida","United States",14,"49","Inferno MMA","Middleweight","character(0)","character(0)","6","0"
"1462","Ken Shamrock",1964-02-11,"54","San Diego, California","United States",15,"61","Lion's Den","Heavyweight","The World's Most Dangerous Man","The World's Most Dangerous Man","6","1"
"1463","Mario Neto",NA,NA,"Joao Pessoa, Paraiba","Brazil",14,"70","Mario Sukata Team / Wolfslair Academy","Heavyweight","Sukata","Sukata","6","0"
"1464","Wes Combs",1973-06-18,"45","Rancho Cucamonga, California","United States",16,"71","Millennia MMA","Heavyweight","Soldier","Soldier","6","2"
"1465","Cory Walmsley",NA,NA,"St. Paul, Minnesota","United States",14,"57","Team Bison","Light Heavyweight","character(0)","character(0)","6","0"
"1466","Yuki Sasaki",1976-09-12,"42","Tokyo","Japan",14,"46","Grabaka","Middleweight","character(0)","character(0)","6","0"
"1467","Kristof Midoux",NA,NA,"Nice","France",15,"64","Boxing Squad","Heavyweight","The French Hurricane","The French Hurricane","6","1"
"1468","Sam Morgan",1981-09-28,"37","Minneapolis, Minnesota","United States",12,"34","Team Bison","Welterweight","The Squeeze","The Squeeze","5","10"
"1469","Joe Jordan",1978-07-28,"40","Pikeville, Kentucky","United States",8,"38","Miletich Fighting Systems","Welterweight","Porkchop","Porkchop","5","6"
"1470","Gilbert Aldana",1977-08-25,"2007-03-11","Chandler, Arizona","United States",15,"90","Brausa Academy","Heavyweight","El Peligro","El Peligro","6","1"
"1471","Justin Levens",1980-04-18,"2008-12-17","Newport Beach, California","United States",12,"50","CSW","Middleweight","The Executioner","The Executioner","5","10"
"1472","Fabiano Scherner",1972-06-30,"46","Florianopolis, Santa Catarina","Brazil",18,"96","Team Quest","Heavyweight","Pega-Leve","Pega-Leve","6","4"
"1473","Rick Davis",NA,NA,"Las Vegas, Nevada","USA",1,"29","Las Vegas Combat Club","Lightweight","character(0)","character(0)","0","0"
"1474","Royce Gracie",1966-12-12,"51","Rio de Janeiro","Brazil",14,"43","Gracie Humaita","Middleweight","character(0)","character(0)","6","0"
