id,name,nickname,url,height,height_inches,weight,reach,stance,is_orthodox,dob,record,record_wins,record_losses,record_draws
1221,Dustin Neace,"""The Beast""",http://www.fightmetric.com/fighter-details/e503aa5c252a1b4d,"5' 9""",69,145,--,,0,"Sep 12, 1986",23-18-1 (1 NC),23,18,1
1222,Jason Brilz,"""Hitman""",,,,,,,,,,,,
1223,Nick Pace,,,,,,,,,,,,,
1224,Shamar Bailey,,,,,,,,,,,,,
1225,Clay Harvison,"""Bushwacker""",,,,,,,,,,,,
1226,Cole Escovedo,"""Apache Kid""",,,,,,,,,,,,
1227,Paul Bradley,"""The Gentleman""",,,,,,,,,,,,
1228,Matt Lucas,"""Luke Duke""",,,,,,,,,,,,
1229,Edward Faaloloto,,,,,,,,,,,,,
1230,Rob Broughton,"""The Bear""",,,,,,,,,,,,
1231,Tyson Griffin,,,,,,,,,,,,,
1232,Eliot Marshall,"""Fire""",,,,,,,,,,,,
1233,Danny Downes,,,,,,,,,,,,,
1234,Kenny Florian,"""KenFlo""",http://www.fightmetric.com/fighter-details/cb139171ed1b69fe,"5' 10""",70,145,74,Southpaw,0,"May 26, 1976",14-6-0,14,6,0
1235,Matt Hughes,,http://www.fightmetric.com/fighter-details/621a6c59f88a44fe,"5' 9""",69,170,73,Switch,0,"Oct 13, 1973",45-9-0,45,9,0
1236,Ricardo Romero,,,,,,,,,,,,,
1237,Donny Walker,"""Eagle Eye""",,,,,,,,,,,,
1238,Mike Lullo,,,,,,,,,,,,,
1239,Ian Loveland,"""The Barn Owl""",,,,,,,,,,,,
1240,Chris Lytle,"""Lights Out""",,,,,,,,,,,,
1241,TJ O'Brien,"""The Spider""",,,,,,,,,,,,
1242,Jason Reinhardt,,,,,,,,,,,,,
1243,Andre Winner,,,,,,,,,,,,,
1244,Joe Stevenson,"""Daddy""",,,,,,,,,,,,
1245,Javier Vazquez,"""Showtime""",,,,,,,,,,,,
1246,Curt Warburton,,,,,,,,,,,,,
1247,Shane Carwin,"""The Engineer""",http://www.fightmetric.com/fighter-details/68dd7b3783c19f9c,"6' 2""",74,265,80,Orthodox,1,"Jan 04, 1975",12-2-0,12,2,0
1248,Jesse Bongfeldt,"""Water""",,,,,,,,,,,,
1249,Tim Credeur,,http://www.fightmetric.com/fighter-details/89b8d1bf1ff09d1d,"6' 3""",75,185,75,Orthodox,1,"Jul 09, 1977",12-4-0,12,4,0
1250,Chuck O'Neil,"""Cold Steel""",,,,,,,,,,,,
1251,Ryan McGillivray,"""The Kid""",,,,,,,,,,,,
1252,Kendall Grove,"""Da Spyder""",,,,,,,,,,,,
1253,Randy Couture,"""The Natural""",,,,,,,,,,,,
1254,Charlie Valencia,,,,,,,,,,,,,
1255,Ryan Jensen,,,,,,,,,,,,,
1256,Kyle Watson,,,,,,,,,,,,,
1257,Jon Madsen,,,,,,,,,,,,,
1258,Kris McCray,"""Savage""",,,,,,,,,,,,
1259,Sean McCorkle,,,,,,,,,,,,,
1260,Mario Miranda,,,,,,,,,,,,,
1261,Waylon Lowe,,,,,,,,,,,,,
1262,Ricardo Almeida,"""Big Dog""",,,,,,,,,,,,
1263,Kurt Pellegrino,"""Batman""",,,,,,,,,,,,
1264,Rob Kimmons,"""The Rosedale Reaper""",,,,,,,,,,,,
1265,Todd Brown,"""Bulldog""",,,,,,,,,,,,
1266,Tom Blackledge,,,,,,,,,,,,,
1267,Chris Tuchscherer,"""The Crowbar""",,,,,,,,,,,,
1268,Maciej Jewtuszko,"""Irokez""",,,,,,,,,,,,
1269,Antonio Banuelos,,,,,,,,,,,,,
1270,Paul Kelly,,,,,,,,,,,,,
1271,Paul Taylor,"""Relentless""",http://www.fightmetric.com/fighter-details/9b74de674c355425,"6' 0""",72,155,72,Orthodox,1,"Dec 15, 1979",11-6-1 (1 NC),11,6,1
1272,Gabe Ruediger,"""Godzilla""",,,,,,,,,,,,
1273,Tim Hague,"""The Trashing Machine""",,,,,,,,,,,,
1274,Mike Guymon,"""The Joker""",,,,,,,,,,,,
1275,Willamy Freire,"""Chiquerim""",,,,,,,,,,,,
1276,Amilcar Alves,,,,,,,,,,,,,
1277,Marcus Davis,"""The Irish Hand Grenade""",,,,,,,,,,,,
1278,Phil Baroni,"""The New York Bad Ass""",,,,,,,,,,,,
1279,Greg Soto,,,,,,,,,,,,,
1280,Antonio McKee,"""Mandingo""",,,,,,,,,,,,
1281,Joe Doerksen,"""El Dirte""",,,,,,,,,,,,
1282,Dustin Hazelett,"""McLovin""",,,,,,,,,,,,
1283,Pat Audinwood,"""Awesomely Awesome""",,,,,,,,,,,,
1284,Aaron Wilkinson,"""The Daywalker""",,,,,,,,,,,,
1285,Tyler Toner,,,,,,,,,,,,,
1286,Sako Chivitchian,,,,,,,,,,,,,
1287,Fredson Paixao,,,,,,,,,,,,,
1288,Gerald Harris,,,,,,,,,,,,,
1289,Maiquel Falcao,"""Big Rig""",,,,,,,,,,,,
1290,Brian Foster,"""The Foster Boy""",,,,,,,,,,,,
1291,Karo Parisyan,"""The Heat""",,,,,,,,,,,,
1292,Goran Reljic,,,,,,,,,,,,,
1293,Nick Osipczak,,,,,,,,,,,,,
1294,Alexandre Ferreira,"""Cacareco""",,,,,,,,,,,,
1295,Mark Scanlon,,,,,,,,,,,,,
1296,Seth Petruzelli,"""The Silverback""",,,,,,,,,,,,
1297,Gilbert Yvel,"""The Hurricane""",,,,,,,,,,,,
1298,James Wilks,"""Lightning""",,,,,,,,,,,,
1299,Vinicius Queiroz,"""Spartan""",,,,,,,,,,,,
1300,Mark Holst,"""Boots""",,,,,,,,,,,,
1301,James McSweeney,"""The Hammer""",,,,,,,,,,,,
1302,Matt Serra,"""The Terra""",http://www.fightmetric.com/fighter-details/86dfed7cc24a9fa7,"5' 6""",66,170,68,Orthodox,1,"Jun 02, 1974",11-7-0,11,7,0
1303,Sean Sherk,"""The Muscle Shark""",http://www.fightmetric.com/fighter-details/029880cdbf5ca089,"5' 6""",66,155,67,Orthodox,1,"Aug 05, 1973",36-4-1,36,4,1
1304,Steve Lopez,,,,,,,,,,,,,
1305,Julio Paulino,"""The Dominican Demon""",,,,,,,,,,,,
1306,John Gunderson,"""Quick Guns""",,,,,,,,,,,,
1307,Tomasz Drwal,"""Gorilla""",,,,,,,,,,,,
1308,Forrest Petz,"""The Meat Cleaver""",,,,,,,,,,,,
1309,James Toney,"""Lights Out""",,,,,,,,,,,,
1310,John Salter,,,,,,,,,,,,,
1311,Rodney Wallace,"""Shonuff the Master""",,,,,,,,,,,,
1312,James Irvin,"""The Sandman""",,,,,,,,,,,,
1313,Steve Steinbeiss,"""The Hooligan""",,,,,,,,,,,,
1314,Keith Jardine,"""The Dean of Mean""",,,,,,,,,,,,
1315,Jamie Yager,"""The Chosyn 1""",,,,,,,,,,,,
1316,Josh Bryant,"""The Beast""",,,,,,,,,,,,
1317,James Hammortree,"""The Sledge""",,,,,,,,,,,,
1318,Chuck Liddell,"""The Iceman""",,,,,,,,,,,,
1319,David Loiseau,"""The Crow""",,,,,,,,,,,,
1320,Jesse Lennox,"""The Ox""",,,,,,,,,,,,
1321,Dan Lauzon,"""The Upgrade""",,,,,,,,,,,,
1322,Joe Brammer,"""The South Side Strangler""",,,,,,,,,,,,
1323,Jesse Forbes,"""Kid Hercules""",,,,,,,,,,,,
1324,Paul Daley,"""Semtex""",,,,,,,,,,,,
1325,Kevin Ferguson,"""Kimbo Slice""",http://www.fightmetric.com/fighter-details/27541033b97c076d,"6' 2""",74,235,--,Orthodox,1,"Feb 08, 1974",5-2-0 (1 NC),5,2,0
1326,Jonathan Goulet,"""The Road Warrior""",,,,,,,,,,,,
1327,Yoshiyuki Yoshida,"""Zenko""",,,,,,,,,,,,
1328,Renzo Gracie,,,,,,,,,,,,,
1329,Brad Blackburn,"""Bad Brad""",,,,,,,,,,,,
1330,Matt Veach,,,,,,,,,,,,,
1331,Mostapha Al-Turk,,,,,,,,,,,,,
1332,Nate Quarry,"""Rock""",,,,,,,,,,,,
1333,Ronys Torres,,,,,,,,,,,,,
1334,Rob Emerson,"""The Saint""",,,,,,,,,,,,
1335,Caol Uno,"""Uno Shoten""",,,,,,,,,,,,
1336,Lucio Linhares,,,,,,,,,,,,,
1337,Rory Markham,,,,,,,,,,,,,
1338,Paul Buentello,"""The Headhunter""",,,,,,,,,,,,
1339,Shannon Gugerty,,,,,,,,,,,,,
1340,Chase Gormley,,,,,,,,,,,,,
1341,Mark Coleman,"""The Hammer""",,,,,,,,,,,,
1342,Frank Trigg,"""Twinkle Toes""",,,,,,,,,,,,
1343,Justin Buchholz,,,,,,,,,,,,,
1344,Rolles Gracie,,,,,,,,,,,,,
1345,Jay Silva,,,,,,,,,,,,,
1346,Kyle Bradley,,,,,,,,,,,,,
1347,Wilson Gouveia,,,,,,,,,,,,,
1348,Shane Nelson,"""Sugar""",,,,,,,,,,,,
1349,Kevin Burns,"""The Fire""",,,,,,,,,,,,
1350,Houston Alexander,"""The Assassin""",,,,,,,,,,,,
1351,Marcus Jones,"""The Darkness""",,,,,,,,,,,,
1352,Darrill Schoonover,"""The Boss""",,,,,,,,,,,,
1353,Justin Wren,"""The Viking""",,,,,,,,,,,,
1354,Jake Rosholt,,,,,,,,,,,,,
1355,Brock Larson,,,,,,,,,,,,,
1356,Jason Dent,"""Dynamite""",,,,,,,,,,,,
1357,Denis Kang,,,,,,,,,,,,,
1358,Rolando Delgado,"""Roli""",,,,,,,,,,,,
1359,Antoni Hardonk,,,,,,,,,,,,,
1360,Razak Al-Hassan,,,,,,,,,,,,,
1361,Hermes Franca,,,,,,,,,,,,,
1362,Drew McFedries,"""The Massacre""",,,,,,,,,,,,
1363,Roger Huerta,"""El Matador""",,,,,,,,,,,,
1364,Chris Wilson,"""The Professor""",,,,,,,,,,,,
1365,Justin McCully,"""The Insane One""",,,,,,,,,,,,
1366,Marcus Aurelio,"""Maximus""",,,,,,,,,,,,
1367,Dan Cramer,,,,,,,,,,,,,
1368,Danillo Villefort,"""Indio""",,,,,,,,,,,,
1369,Jake O'Brien,"""Irish""",,,,,,,,,,,,
1370,Mike Ciesnolevicz,,,,,,,,,,,,,
1371,Frank Lester,,,,,,,,,,,,,
1372,Cameron Dollar,,,,,,,,,,,,,
1373,Dale Hartt,,,,,,,,,,,,,
1374,Denis Stojnic,,,,,,,,,,,,,
1375,Xavier Foupa-Pokam,"""Professor X""",,,,,,,,,,,,
1376,Andre Gusmao,,,,,,,,,,,,,
1377,Brandon Wolff,,,,,,,,,,,,,
1378,David Kaplan,"""Diamond""",,,,,,,,,,,,
1379,David Bielkheden,,,,,,,,,,,,,
1380,Ryo Chonan,"""Piranah""",,,,,,,,,,,,
1381,Carmelo Marrero,"""The Fury""",,,,,,,,,,,,
1382,Junie Browning,,,,,,,,,,,,,
1383,Matt Horwich,"""Suave""",,,,,,,,,,,,
1384,Jesse Sanders,,,,,,,,,,,,,
1385,Nissen Osterneck,,,,,,,,,,,,,
1386,Joe Vedepo,"""The Doctor""",,,,,,,,,,,,
1387,Tim McKenzie,,,,,,,,,,,,,
1388,Pete Sell,"""Drago""",,,,,,,,,,,,
1389,Ryan Madigan,,,,,,,,,,,,,
1390,Jason Day,"""Dooms""",,,,,,,,,,,,
1391,Michael Patt,,,,,,,,,,,,,
1392,Brian Cobb,,,,,,,,,,,,,
1393,Per Eklund,,,,,,,,,,,,,
1394,Neil Grove,"""Goliath""",,,,,,,,,,,,
1395,Troy Mandaloniz,"""Rude Boy""",,,,,,,,,,,,
1396,Luigi Fioravanti,,,,,,,,,,,,,
1397,Rich Clementi,"""No Love""",,,,,,,,,,,,
1398,Derek Downey,,,,,,,,,,,,,
1399,Steve Bruno,"""Hollywood""",,,,,,,,,,,,
1400,Akihiro Gono,,,,,,,,,,,,,
1401,Christian Wellisch,"""The Hungarian Nightmare""",,,,,,,,,,,,
1402,Matt Arroyo,"""No Regard""",,,,,,,,,,,,
1403,Jeremy Horn,"""Gumby""",,,,,,,,,,,,
1404,Tom Egan,,,,,,,,,,,,,
1405,Alexandre Barros,"""Baixinho""",,,,,,,,,,,,
1406,Antonio Mendes,"""Samurai""",,,,,,,,,,,,
1407,Ivan Serati,,,,,,,,,,,,,
1408,Nate Mohr,,,,,,,,,,,,,
1409,Dean Lister,"""The Boogeyman""",,,,,,,,,,,,
1410,Mike Wessel,"""Juggernaut""",,,,,,,,,,,,
1411,Reese Andy,"""Riptide""",,,,,,,,,,,,
1412,Dan Evensen,"""The Viking""",,,,,,,,,,,,
1413,Shane Primm,,,,,,,,,,,,,
1414,Jules Bruchez,,,,,,,,,,,,,
1415,John Polakowski,"""Buckets of Blood""",,,,,,,,,,,,
1416,Nate Loughran,,,,,,,,,,,,,
1417,Brodie Farber,,,,,,,,,,,,,
1418,Johnny Rees,"""The Hater Hurter""",,,,,,,,,,,,
1419,Corey Hill,,,,,,,,,,,,,
1420,Eddie Sanchez,"""The Manic Hispanic""",,,,,,,,,,,,
1421,Josh Hendricks,,,,,,,,,,,,,
1422,Jorge Gurgel,,,,,,,,,,,,,
1423,Alvin Robinson,,,,,,,,,,,,,
1424,Ryan Thomas,"""The Tank Engine""",,,,,,,,,,,,
1425,Rameau Thierry Sokoudjou,"""The African Assassin""",,,,,,,,,,,,
1426,Neil Wain,"""Old School""",,,,,,,,,,,,
1427,Jess Liaudin,"""The Joker""",,,,,,,,,,,,
1428,David Baron,,,,,,,,,,,,,
1429,Samy Schiavo,,,,,,,,,,,,,
1430,Brad Morris,,,,,,,,,,,,,
1431,Jason Lambert,"""The Punisher""",,,,,,,,,,,,
1432,Heath Herring,"""The Texas Crazy Horse""",http://www.fightmetric.com/fighter-details/7450525c7ba032a0,"6' 4""",76,250,78,Orthodox,1,"Mar 02, 1978",28-14-0 (1 NC),28,14,0
1433,Luke Cummo,,,,,,,,,,,,,
1434,Cale Yarbrough,,,,,,,,,,,,,
1435,James Giboo,,,,,,,,,,,,,
1436,Evan Tanner,,,,,,,,,,,,,
1437,Dante Rivera,,,,,,,,,,,,,
1438,Marvin Eastman,"""The Beastman""",,,,,,,,,,,,
1439,Rob Yundt,"""Monster""",,,,,,,,,,,,
1440,Ivan Salaverry,,,,,,,,,,,,,
1441,Kazuhiro Nakamura,"""Kaz""",,,,,,,,,,,,
1442,Jon Koppenhaver,"""War Machine""",,,,,,,,,,,,
1443,Jason Tan,,,,,,,,,,,,,
1444,Travis Lutter,"""The Serial Killer""",,,,,,,,,,,,
1445,Kalib Starnes,,,,,,,,,,,,,
1446,Charles McCarthy,"""Chainsaw""",,,,,,,,,,,,
1447,Kuniyoshi Hironaka,,,,,,,,,,,,,
1448,Din Thomas,"""Dinyero""",,,,,,,,,,,,
1449,Ryan Roberts,,,,,,,,,,,,,
1450,Jeff Cox,"""The Grinder""",,,,,,,,,,,,
1451,Roman Mitichyan,,,,,,,,,,,,,
1452,Tommy Speer,,,,,,,,,,,,,
1453,John Halverson,"""The Hurricane""",,,,,,,,,,,,
1454,Tim Sylvia,"""The Maine-iac""",,,,,,,,,,,,
1455,David Heath,,,,,,,,,,,,,
1456,Terry Martin,,,,,,,,,,,,,
1457,Alberto Crane,,,,,,,,,,,,,
1458,Joe Veres,,,,,,,,,,,,,
1459,Colin Robinson,"""Big C""",,,,,,,,,,,,
1460,James Lee,,,,,,,,,,,,,
1461,Jordan Radev,,,,,,,,,,,,,
1462,Tony DeSouza,,,,,,,,,,,,,
1463,Doug Evans,,,,,,,,,,,,,
1464,Jared Rollins,"""J-Roc""",,,,,,,,,,,,
1465,Billy Miles,"""The Kid""",,,,,,,,,,,,
1466,Dan Barrera,"""The Fireman""",,,,,,,,,,,,
1467,Richie Hightower,"""The Dirty Samurai""",,,,,,,,,,,,
1468,John Kolosci,,,,,,,,,,,,,
1469,Dorian Price,,,,,,,,,,,,,
1470,Paul Georgieff,,,,,,,,,,,,,
1471,Luke Caudillo,"""Lil' Hulk""",,,,,,,,,,,,
1472,Jason Black,"""The Black Legion""",,,,,,,,,,,,
1473,Diego Saraiva,"""The Octopus""",,,,,,,,,,,,
1474,Scott Junk,,,,,,,,,,,,,
1475,Edilberto de Oliveira,"""Crocota""",,,,,,,,,,,,
1476,Anthony Torres,"""The Crush""",,,,,,,,,,,,
1477,Renato Sobral,"""Babalu""",,,,,,,,,,,,
1478,Mike Nickels,,,,,,,,,,,,,
1479,Jason Gilliam,,,,,,,,,,,,,
1480,Jens Pulver,"""Little Evil""",,,,,,,,,,,,
1481,Floyd Sword,,,,,,,,,,,,,
1482,Brandon Melendez,"""The Murderer""",,,,,,,,,,,,
1483,Andy Wang,,,,,,,,,,,,,
1484,Allen Berube,"""Monstah Lobstah""",,,,,,,,,,,,
1485,Brian Geraghty,"""Duke""",,,,,,,,,,,,
1486,Hector Ramirez,"""Sick Dog""",,,,,,,,,,,,
1487,Rory Singer,"""Outburst""",,,,,,,,,,,,
1488,Scott Smith,"""Hands of Steel""",,,,,,,,,,,,
1489,Stevie Lynch,,,,,,,,,,,,,
1490,Pete Spratt,"""The Secret Weapon""",,,,,,,,,,,,
1491,Chad Reiner,"""The Grinder""",,,,,,,,,,,,
1492,Sean Salmon,,,,,,,,,,,,,
1493,Elvis Sinosic,"""The King of Rock n' Rumble""",,,,,,,,,,,,
1494,Assuerio Silva,,,,,,,,,,,,,
1495,David Lee,,,,,,,,,,,,,
1496,Victor Valimaki,"""The Matrix""",,,,,,,,,,,,
1497,Brad Imes,"""Hillbilly Heartthrob""",,,,,,,,,,,,
1498,Josh Haynes,"""Bring the Pain""",,,,,,,,,,,,
1499,Dokonjonosuke Mishima,,,,,,,,,,,,,
1500,Drew Fickett,"""The Master""",,,,,,,,,,,,
1501,Rex Holman,"""Big Dog""",,,,,,,,,,,,
1502,Sam Hoger,"""The Alaskan Assassin""",,,,,,,,,,,,
1503,Chris Price,"""The Exorcist""",,,,,,,,,,,,
1504,Ross Pointon,"""The Gladiator""",,,,,,,,,,,,
1505,Marcio Cruz,"""Pe de Pano""",,,,,,,,,,,,
1506,Jeff Joslin,"""The Inferno""",,,,,,,,,,,,
1507,Shonie Carter,"""Mr. International""",,,,,,,,,,,,
1508,Dave Menne,"""The Warrior""",,,,,,,,,,,,
1509,Logan Clark,,,,,,,,,,,,,
1510,Steve Byrnes,"""The Sergeant""",,,,,,,,,,,,
1511,Jeff Monson,"""The Snowman""",,,,,,,,,,,,
1512,Sherman Pendergarst,"""The Tank""",,,,,,,,,,,,
1513,Josh Shockman,"""The War Hammer""",,,,,,,,,,,,
1514,Edwin DeWees,"""Babyface""",,,,,,,,,,,,
1515,Jeremy Jackson,"""Scorpion""",,,,,,,,,,,,
1516,Gideon Ray,,,,,,,,,,,,,
1517,Justin James,,,,,,,,,,,,,
1518,Ken Shamrock,"""The World's Most Dangerous Man""",,,,,,,,,,,,
1519,Crafton Wallace,"""Blaze""",,,,,,,,,,,,
1520,Mario Neto,"""Sukata""",,,,,,,,,,,,
1521,Danny Abbadi,"""The Assassin""",,,,,,,,,,,,
1522,Rob MacDonald,"""Maximus""",,,,,,,,,,,,
1523,Wes Combs,"""The Soldier""",,,,,,,,,,,,
1524,Cory Walmsley,"""Hardcore""",,,,,,,,,,,,
1525,Yuki Sasaki,,,,,,,,,,,,,
1526,Jason Von Flue,"""Live Wire""",,,,,,,,,,,,
1527,Kristof Midoux,"""The Hurricane""",,,,,,,,,,,,
1528,Sammy Morgan,"""The Squeeze""",,,,,,,,,,,,
1529,Dan Christison,"""The Sandman""",,,,,,,,,,,,
1530,Joe Jordan,,,,,,,,,,,,,
1531,Gilbert Aldana,"""El Peligro""",,,,,,,,,,,,
1532,Branden Lee Hinkle,"""The Iron Lion""",,,,,,,,,,,,
1533,Kristian Rothaermel,,,,,,,,,,,,,
1534,Justin Levens,"""The Executioner""",,,,,,,,,,,,
1535,Solomon Hutcherson,"""King""",,,,,,,,,,,,
1536,Royce Gracie,,,,,,,,,,,,,
1537,Fabiano Scherner,"""Pegaleve""",,,,,,,,,,,,
1538,Rick Davis,"""The Flying Squirrel""",,,,,,,,,,,,
1539,Nick Thompson,"""The Goat""",,,,,,,,,,,,
1540,David Terrell,"""The Soul Assassin""",,,,,,,,,,,,
1541,Derrick Noble,"""The Eraser""",,,,,,,,,,,,
1542,Ansar Chalangov,,,,,,,,,,,,,
1543,Trevor Prangley,,,,,,,,,,,,,
1544,Steve Vigneault,"""Lionheart""",,,,,,,,,,,,
1545,Tom Murphy,,,,,,,,,,,,,
1546,Icho Larenas,,,,,,,,,,,,,
1547,Justin Eilers,"""The Hammer""",,,,,,,,,,,,
1548,Mike van Arsdale,,,,,,,,,,,,,
1549,Mike Whitehead,,,,,,,,,,,,,
1550,Alex Karalexis,"""The Assassin""",,,,,,,,,,,,
1551,Kevin Jordan,"""The Shaman""",,,,,,,,,,,,
1552,Jeff Newton,,,,,,,,,,,,,
1553,Kit Cope,"""Havoc""",,,,,,,,,,,,
1554,Kerry Schall,"""Meat Truck""",,,,,,,,,,,,
1555,Sean Gannon,"""The Cannon""",,,,,,,,,,,,
1556,Keigo Kunihara,,,,,,,,,,,,,
1557,Ron Faircloth,,,,,,,,,,,,,
1558,Tra Telligman,"""Trauma""",,,,,,,,,,,,
1559,Brian Gassaway,,,,,,,,,,,,,
1560,Matt Lindland,"""The Law""",,,,,,,,,,,,
1561,Bill Mahood,"""The Butcher""",,,,,,,,,,,,
1562,Koji Oishi,,,,,,,,,,,,,
1563,Travis Wiuff,"""The Diesel""",,,,,,,,,,,,
1564,John Marsh,,,,,,,,,,,,,
1565,Bobby Southworth,,,,,,,,,,,,,
1566,Jason Thacker,,,,,,,,,,,,,
1567,Chris Sanford,,,,,,,,,,,,,
1568,Lodune Sincaid,,,,,,,,,,,,,
1569,Alex Schoenauer,,,,,,,,,,,,,
1570,Josh Rafferty,,,,,,,,,,,,,
1571,Mike Kyle,"""MAK""",,,,,,,,,,,,
1572,Renato Verissimo,"""Charuto""",,,,,,,,,,,,
1573,Tony Fryklund,"""The Freak""",,,,,,,,,,,,
1574,Vernon White,"""Tiger""",,,,,,,,,,,,
1575,Ronald Jhun,"""The Machine Gun""",,,,,,,,,,,,
1576,Kimo Leopoldo,,,,,,,,,,,,,
1577,Curtis Stout,,,,,,,,,,,,,
1578,Tiki Ghosn,,,,,,,,,,,,,
1579,Wesley Correira,"""Cabbage""",,,,,,,,,,,,
1580,Wes Sims,"""The Project""",,,,,,,,,,,,
1581,Jonathan Wiezorek,,,,,,,,,,,,,
1582,Wade Shipp,"""The Nightmare""",,,,,,,,,,,,
1583,Genki Sudo,"""Neo-Samurai""",,,,,,,,,,,,
1584,Carlos Newton,"""The Ronin""",,,,,,,,,,,,
1585,Lee Murray,"""Lightning""",,,,,,,,,,,,
1586,Falaniko Vitale,"""Niko""",,,,,,,,,,,,
1587,David Abbott,"""Tank""",,,,,,,,,,,,
1588,Pedro Rizzo,"""The Rock""",,,,,,,,,,,,
1589,Ricco Rodriguez,"""Suave""",,,,,,,,,,,,
1590,Keith Rockel,"""Rock""",,,,,,,,,,,,
1591,Chris Liguori,,,,,,,,,,,,,
1592,Nick Agallar,,,,,,,,,,,,,
1593,Gan McGee,"""The Giant""",,,,,,,,,,,,
1594,Dave Strasser,,,,,,,,,,,,,
1595,Gerald Strebendt,"""The Finishing Machine""",,,,,,,,,,,,
1596,Ian Freeman,"""The Machine""",,,,,,,,,,,,
1597,Eddie Ruiz,,,,,,,,,,,,,
1598,Romie Aram,,,,,,,,,,,,,
1599,Sean Alvarez,,,,,,,,,,,,,
1600,Richard Crunkilton,"""Cleat""",,,,,,,,,,,,
1601,Mark Weir,"""The Wizard""",,,,,,,,,,,,
1602,Alexandre Dantas,"""Cafe""",,,,,,,,,,,,
1603,Gil Castillo,,,,,,,,,,,,,
1604,Phillip Miller,,,,,,,,,,,,,
1605,Benji Radach,"""Razor""",,,,,,,,,,,,
1606,Eugene Jackson,"""The Wolf""",,,,,,,,,,,,
1607,Leigh Remedios,"""Bulldog""",,,,,,,,,,,,
1608,James Zikic,"""The Messenger""",,,,,,,,,,,,
1609,Chris Haseman,"""The Hammer""",,,,,,,,,,,,
1610,Nick Serra,"""The Mad Monkey""",,,,,,,,,,,,
1611,Zach Light,,,,,,,,,,,,,
1612,Steve Berger,"""The Red Nosed Pitbull""",,,,,,,,,,,,
1613,Rodrigo Ruas,,,,,,,,,,,,,
1614,Joao Pierini,,,,,,,,,,,,,
1615,Murilo Bustamante,,,,,,,,,,,,,
1616,Tsuyoshi Kohsaka,"""TK""",,,,,,,,,,,,
1617,Paul Creighton,,,,,,,,,,,,,
1618,Amar Suloev,,,,,,,,,,,,,
1619,Andrei Semenov,,,,,,,,,,,,,
1620,Hayato Sakurai,"""Mach""",,,,,,,,,,,,
1621,Pat Miletich,"""The Croatian Sensation""",,,,,,,,,,,,
1622,Pete Williams,"""El Duro""",,,,,,,,,,,,
1623,Kelly Dullanty,"""Psycho""",,,,,,,,,,,,
1624,Jutaro Nakao,,,,,,,,,,,,,
1625,Kevin Randleman,"""The Monster""",,,,,,,,,,,,
1626,Chris Brennan,"""The Westside Strangler""",,,,,,,,,,,,
1627,Bobby Hoffman,"""The Truth""",,,,,,,,,,,,
1628,Homer Moore,"""The Rock""",,,,,,,,,,,,
1629,Roberto Traven,"""Spider""",,,,,,,,,,,,
1630,Fabiano Iha,,,,,,,,,,,,,
1631,Semmy Schilt,"""Hightower""",,,,,,,,,,,,
1632,Yuki Kondo,,,,,,,,,,,,,
1633,Paul Rodriguez,,,,,,,,,,,,,
1634,Joey Gilbert,,,,,,,,,,,,,
1635,Phil Johns,,,,,,,,,,,,,
1636,Mark Robinson,"""White Rhino""",,,,,,,,,,,,
1637,Kenichi Yamamoto,,,,,,,,,,,,,
1638,Yoji Anjo,"""Mr. 200%""",,,,,,,,,,,,
1639,Daiju Takase,,,,,,,,,,,,,
1640,Lance Gibson,"""Fearless""",,,,,,,,,,,,
1641,Maurice Smith,,,,,,,,,,,,,
1642,Aaron Brink,,,,,,,,,,,,,
1643,John Lewis,,,,,,,,,,,,,
1644,Mark Hughes,,,,,,,,,,,,,
1645,Alex Stiebling,"""The Brazilian Killa""",,,,,,,,,,,,
1646,Ben Earwood,,,,,,,,,,,,,
1647,Dan Severn,"""The Beast""",,,,,,,,,,,,
1648,Laverne Clark,,,,,,,,,,,,,
1649,Tedd Williams,,,,,,,,,,,,,
1650,Tim Lajcik,"""The Bohemian""",,,,,,,,,,,,
1651,Brad Gumm,,,,,,,,,,,,,
1652,CJ Fernandes,,,,,,,,,,,,,
1653,Tyrone Roberts,"""Native Warrior""",,,,,,,,,,,,
1654,David Dodd,,,,,,,,,,,,,
1655,Amaury Bitetti,,,,,,,,,,,,,
1656,Alex Andrade,"""El Toro""",,,,,,,,,,,,
1657,Marcelo Aguiar,,,,,,,,,,,,,
1658,Joao Roque,,,,,,,,,,,,,
1659,Nate Schroeder,,,,,,,,,,,,,
1660,Adrian Serrano,,,,,,,,,,,,,
1661,Sanae Kikuta,,,,,,,,,,,,,
1662,Ron Waterman,"""H20""",,,,,,,,,,,,
1663,Satoshi Honma,,,,,,,,,,,,,
1664,Ikuhisa Minowa,"""Minowaman""",,,,,,,,,,,,
1665,Joe Slick,,,,,,,,,,,,,
1666,Steve Judson,,,,,,,,,,,,,
1667,Jermaine Andre,,,,,,,,,,,,,
1668,Bob Cook,"""Crazy""",,,,,,,,,,,,
1669,David Velasquez,"""Little""",,,,,,,,,,,,
1670,Scott Adams,,,,,,,,,,,,,
1671,Katsuhisa Fujii,"""Shamoji""",,,,,,,,,,,,
1672,Jason DeLucia,,,,,,,,,,,,,
1673,Keiichiro Yamamiya,,,,,,,,,,,,,
1674,Masutatsu Yano,,,,,,,,,,,,,
1675,Frank Shamrock,,,,,,,,,,,,,
